100000 745080 99620.2 823378 0 9.33293e+51 4.48222e+14 1.55933e+11 0.23951 -3.25048e+31 0.984861 1.68793e+07 1.54703e+07
125000 -156129 -206441 869776 0 9.33293e+51 4.47079e+14 1.5495e+11 0.239328 -1.99601e+33 0.980784 1.68793e+07 1.54703e+07
150000 522684 11784.2 845263 0 9.33293e+51 4.45015e+14 1.54347e+11 0.239228 -2.65846e+33 0.980598 1.68793e+07 1.54703e+07
175000 978679 48610 806955 0 9.33293e+51 4.41924e+14 1.55251e+11 0.239388 -1.88954e+33 0.991201 1.68793e+07 1.54703e+07
200000 1.16294e+06 -41886.3 804832 0 9.33293e+51 4.39515e+14 1.5621e+11 0.23942 -2.05617e+33 1.00097 1.68793e+07 1.54703e+07
225000 1.41865e+06 44266.9 776841 0 9.33293e+51 4.36038e+14 1.57316e+11 0.239542 -1.78959e+33 1.01358 1.68793e+07 1.54703e+07
250000 1.54657e+06 851.745 827985 0 9.33293e+51 4.32948e+14 1.58519e+11 0.239524 -2.14639e+33 1.02606 1.68793e+07 1.54703e+07
275000 2.75929e+06 7015.12 905678 0 9.33293e+51 4.29466e+14 1.60067e+11 0.239589 -2.06891e+33 1.04138 1.68793e+07 1.54703e+07
300000 4.22406e+06 -4942.52 908871 0 9.33293e+51 4.24807e+14 1.62918e+11 0.239765 -1.64043e+33 1.06663 1.68793e+07 1.54703e+07
325000 4.77458e+06 46463.3 1.00475e+06 0 9.33293e+51 4.19516e+14 1.65631e+11 0.239844 -1.65624e+33 1.09259 1.68793e+07 1.54703e+07
350000 5.99038e+06 29524 1.12407e+06 0 9.33293e+51 4.14135e+14 1.68165e+11 0.239943 -2.3563e+33 1.11832 1.68793e+07 1.54703e+07
375000 7.11205e+06 41362.8 1.11901e+06 0 9.33293e+51 4.07806e+14 1.70827e+11 0.239953 -2.42305e+33 1.14702 1.68793e+07 1.54703e+07
400000 8.42405e+06 46183.8 1.15611e+06 0 9.33293e+51 4.01639e+14 1.73826e+11 0.24003 -2.46939e+33 1.17776 1.68793e+07 1.54703e+07
425000 9.03682e+06 118499 1.10528e+06 0 9.33293e+51 3.94395e+14 1.76799e+11 0.239974 -2.64629e+33 1.21132 1.68793e+07 1.54703e+07
450000 8.65249e+06 147967 1.26731e+06 0 9.33293e+51 3.87473e+14 1.79491e+11 0.23987 -2.08952e+33 1.24279 1.68793e+07 1.54703e+07
475000 8.74983e+06 159022 1.33103e+06 0 9.33293e+51 3.80343e+14 1.82014e+11 0.239727 -2.19947e+33 1.27397 1.68793e+07 1.54703e+07
500000 9.08077e+06 206617 1.52863e+06 0 9.33293e+51 3.72607e+14 1.83751e+11 0.239359 -2.55414e+33 1.30209 1.68793e+07 1.54703e+07
525000 8.17418e+06 303289 1.75234e+06 0 9.33293e+51 3.64255e+14 1.84492e+11 0.238834 -2.01454e+33 1.32659 1.68793e+07 1.54703e+07
550000 8.99708e+06 272917 1.84117e+06 0 9.33293e+51 3.57243e+14 1.85147e+11 0.238355 -2.45763e+33 1.34795 1.68793e+07 1.54703e+07
575000 1.11211e+07 333691 1.86771e+06 0 9.33293e+51 3.48808e+14 1.86163e+11 0.237725 -2.37965e+33 1.37554 1.68793e+07 1.54703e+07
600000 1.3892e+07 308222 1.96038e+06 0 9.33293e+51 3.40015e+14 1.87259e+11 0.236986 -2.4979e+33 1.40514 1.68793e+07 1.54703e+07
625000 1.87734e+07 429702 2.04518e+06 0 9.33293e+51 3.30174e+14 1.88924e+11 0.236326 -2.27983e+33 1.44227 1.68793e+07 1.54703e+07
650000 2.78039e+07 449578 2.18719e+06 0 9.33293e+51 3.19909e+14 1.90893e+11 0.235472 -1.79102e+33 1.48407 1.68793e+07 1.54703e+07
675000 3.55329e+07 502344 2.28839e+06 0 9.33293e+51 3.0779e+14 1.94432e+11 0.234481 -9.65836e+32 1.54285 1.68793e+07 1.54703e+07
700000 4.42888e+07 470771 2.40274e+06 0 9.33293e+51 2.95939e+14 1.99149e+11 0.233372 -3.75958e+32 1.61085 1.68793e+07 1.54703e+07
725000 6.11723e+07 603233 2.37229e+06 0 9.33293e+51 2.8292e+14 2.04983e+11 0.232327 1.18863e+33 1.69295 1.68793e+07 1.54703e+07
750000 9.10363e+07 433220 2.62548e+06 0 9.33293e+51 2.68367e+14 2.13695e+11 0.231197 -1.28445e+33 1.80299 1.68793e+07 1.54703e+07
775000 1.29173e+08 224842 2.36562e+06 0 9.33293e+51 2.50846e+14 2.21974e+11 0.230575 5.09253e+32 1.93186 1.68793e+07 1.54703e+07
